model,module,inherited_model,inherited_module
ir.attachment,account_edi,ir.attachment,base
mail.template,account_edi,mail.template,mail
uom.uom,account_edi,uom.uom,uom
account.invoice.send,account_edi,account.invoice.send,snailmail_account
account.journal,account_edi,account.journal,account
account.move,account_edi,account.move,printnode_base
account.move.line,account_edi,account.move.line,account
account.payment,account_edi,account.payment,account
ir.actions.report,account_edi,ir.actions.report,base
ir.attachment,account_edi,ir.attachment,base
mail.template,account_edi,mail.template,mail
uom.uom,account_edi,uom.uom,uom
account.invoice.send,account_edi,account.invoice.send,snailmail_account
account.edi.document,account_edi_extended,account.edi.document,account_edi
account.move,account_edi_extended,account.move,printnode_base
account.payment,account_edi_extended,account.payment,account
account.edi.document,account_edi_extended,account.edi.document,account_edi
account.move,account_edi_extended,account.move,printnode_base
account.payment,account_edi_extended,account.payment,account
account.edi.format,account_edi_facturx,account.edi.format,account_edi
account.tax,account_edi_facturx,account.tax,l10n_it_edi
account.edi.format,account_edi_facturx,account.edi.format,account_edi
account.tax,account_edi_facturx,account.tax,l10n_it_edi
account.edi.format,account_edi_proxy_client,account.edi.format,account_edi
res.company,account_edi_proxy_client,res.company,hr_rfid
account.edi.format,account_edi_proxy_client,account.edi.format,account_edi
res.company,account_edi_proxy_client,res.company,hr_rfid
account.edi.format,account_edi_ubl,account.edi.format,account_edi
account.move,account_edi_ubl,account.move,printnode_base
account.edi.format,account_edi_ubl,account.edi.format,account_edi
account.move,account_edi_ubl,account.move,printnode_base
account.edi.format,account_edi_ubl_cii,account.edi.format,account_edi
ir.actions.report,account_edi_ubl_cii,ir.actions.report,base
account.edi.format,account_edi_ubl_cii,account.edi.format,account_edi
ir.actions.report,account_edi_ubl_cii,ir.actions.report,base
account.move,account_fleet,account.move,printnode_base
account.move.line,account_fleet,account.move.line,account
fleet.vehicle,account_fleet,fleet.vehicle,fleet
account.move,account_fleet,account.move,printnode_base
account.move.line,account_fleet,account.move.line,account
fleet.vehicle,account_fleet,fleet.vehicle,fleet
res.company,account_lock,res.company,hr_rfid
res.company,account_lock,res.company,hr_rfid
payment.transaction,account_payment,payment.transaction,payment
payment.transaction,account_payment,payment.transaction,payment
res.partner.bank,account_qr_code_sepa,res.partner.bank,base
res.partner.bank,account_qr_code_sepa,res.partner.bank,base
account.tax,account_tax_python,account.tax,l10n_it_edi
account.tax.template,account_tax_python,account.tax.template,l10n_es_edi_sii
account.tax,account_tax_python,account.tax,l10n_it_edi
account.tax.template,account_tax_python,account.tax.template,l10n_es_edi_sii
res.company,adyen_platforms,res.company,hr_rfid
res.company,adyen_platforms,res.company,hr_rfid
ir.attachment,attachment_indexation,ir.attachment,base
ir.attachment,attachment_indexation,ir.attachment,base
res.company,auth_ldap,res.company,hr_rfid
res.config.settings,auth_ldap,res.config.settings,base
res.users,auth_ldap,res.users,base
res.company,auth_ldap,res.company,hr_rfid
res.config.settings,auth_ldap,res.config.settings,base
res.users,auth_ldap,res.users,base
ir.config_parameter,auth_oauth,ir.config_parameter,base
res.config.settings,auth_oauth,res.config.settings,base
res.users,auth_oauth,res.users,base
ir.config_parameter,auth_oauth,ir.config_parameter,base
res.config.settings,auth_oauth,res.config.settings,base
res.users,auth_oauth,res.users,base
res.config.settings,auth_password_policy,res.config.settings,base
res.users,auth_password_policy,res.users,base
res.config.settings,auth_password_policy,res.config.settings,base
res.users,auth_password_policy,res.users,base
ir.http,auth_signup,ir.http,base
res.config.settings,auth_signup,res.config.settings,base
res.partner,auth_signup,res.partner,test_access_rights
res.users,auth_signup,res.users,base
ir.http,auth_signup,ir.http,base
res.config.settings,auth_signup,res.config.settings,base
res.partner,auth_signup,res.partner,test_access_rights
res.users,auth_signup,res.users,base
ir.http,auth_totp,ir.http,base
res.users,auth_totp,res.users,base
ir.http,auth_totp,ir.http,base
res.users,auth_totp,res.users,base
ir.http,barcodes,ir.http,base
res.company,barcodes,res.company,hr_rfid
ir.http,barcodes,ir.http,base
res.company,barcodes,res.company,hr_rfid
res.country,base_address_city,res.country,base
res.partner,base_address_city,res.partner,test_access_rights
res.country,base_address_city,res.country,base
res.partner,base_address_city,res.partner,test_access_rights
res.company,base_address_extended,res.company,hr_rfid
res.country,base_address_extended,res.country,base
res.partner,base_address_extended,res.partner,test_access_rights
res.company,base_address_extended,res.company,hr_rfid
res.country,base_address_extended,res.country,base
res.partner,base_address_extended,res.partner,test_access_rights
ir.actions.server,base_automation,ir.actions.server,base
ir.actions.server,base_automation,ir.actions.server,base
res.config.settings,base_geolocalize,res.config.settings,base
res.partner,base_geolocalize,res.partner,test_access_rights
res.config.settings,base_geolocalize,res.config.settings,base
res.partner,base_geolocalize,res.partner,test_access_rights
res.partner.bank,base_iban,res.partner.bank,base
res.partner.bank,base_iban,res.partner.bank,base
base,base_import,base,base
res.users,base_import,res.users,base
base,base_import,base,base
res.users,base_import,res.users,base
ir.module.module,base_import_module,ir.module.module,base
ir.ui.view,base_import_module,ir.ui.view,base
ir.module.module,base_import_module,ir.module.module,base
ir.ui.view,base_import_module,ir.ui.view,base
ir.http,base_setup,ir.http,base
res.config.settings,base_setup,res.config.settings,base
res.users,base_setup,res.users,base
ir.http,base_setup,ir.http,base
res.config.settings,base_setup,res.config.settings,base
res.users,base_setup,res.users,base
base,base_sparse_field,base,base
ir.model.fields,base_sparse_field,ir.model.fields,base
base,base_sparse_field,base,base
ir.model.fields,base_sparse_field,ir.model.fields,base
res.company,base_vat,res.company,hr_rfid
res.config.settings,base_vat,res.config.settings,base
res.partner,base_vat,res.partner,test_access_rights
res.company,base_vat,res.company,hr_rfid
res.config.settings,base_vat,res.config.settings,base
res.partner,base_vat,res.partner,test_access_rights
res.partner,bus,res.partner,test_access_rights
res.users,bus,res.users,base
res.partner,bus,res.partner,test_access_rights
res.users,bus,res.users,base
ir.http,calendar,ir.http,base
mail.activity.type,calendar,mail.activity.type,mail
mail.activity,calendar,mail.activity,mail
res.partner,calendar,res.partner,test_access_rights
res.users,calendar,res.users,base
ir.http,calendar,ir.http,base
mail.activity.type,calendar,mail.activity.type,mail
mail.activity,calendar,mail.activity,mail
res.partner,calendar,res.partner,test_access_rights
res.users,calendar,res.users,base
calendar.event,calendar_sms,calendar.event,microsoft_calendar
calendar.alarm,calendar_sms,calendar.alarm,calendar
calendar.alarm_manager,calendar_sms,calendar.alarm_manager,calendar
calendar.event,calendar_sms,calendar.event,microsoft_calendar
calendar.alarm,calendar_sms,calendar.alarm,calendar
calendar.alarm_manager,calendar_sms,calendar.alarm_manager,calendar
mail.compose.message,coupon,mail.compose.message,mail
mail.compose.message,coupon,mail.compose.message,mail
calendar.event,crm,calendar.event,microsoft_calendar
digest.digest,crm,digest.digest,digest
ir.config_parameter,crm,ir.config_parameter,base
res.config.settings,crm,res.config.settings,base
res.users,crm,res.users,base
utm.campaign,crm,utm.campaign,utm
calendar.event,crm,calendar.event,microsoft_calendar
digest.digest,crm,digest.digest,digest
ir.config_parameter,crm,ir.config_parameter,base
res.config.settings,crm,res.config.settings,base
res.users,crm,res.users,base
utm.campaign,crm,utm.campaign,utm
crm.lead,crm_iap_lead,crm.lead,crm
crm.lead,crm_iap_lead,crm.lead,crm
crm.lead,crm_iap_lead_enrich,crm.lead,crm
res.config.settings,crm_iap_lead_enrich,res.config.settings,base
crm.lead,crm_iap_lead_enrich,crm.lead,crm
res.config.settings,crm_iap_lead_enrich,res.config.settings,base
crm.lead,crm_iap_lead_website,crm.lead,crm
ir.http,crm_iap_lead_website,ir.http,base
crm.lead,crm_iap_lead_website,crm.lead,crm
ir.http,crm_iap_lead_website,ir.http,base
mail.channel,crm_livechat,mail.channel,mail
mail.channel,crm_livechat,mail.channel,mail
crm.lead,crm_sms,crm.lead,crm
crm.lead,crm_sms,crm.lead,crm
delivery.carrier,delivery,delivery.carrier,website_sale_delivery
res.partner,delivery,res.partner,test_access_rights
product.packaging,delivery,product.packaging,product
product.template,delivery,product.template,printnode_base
sale.order,delivery,sale.order,printnode_base
sale.order.line,delivery,sale.order.line,sale
stock.move,delivery,stock.move,stock
stock.move.line,delivery,stock.move.line,printnode_base
stock.quant.package,delivery,stock.quant.package,stock
stock.picking,delivery,stock.picking,printnode_base
stock.return.picking,delivery,stock.return.picking,stock
delivery.carrier,delivery,delivery.carrier,website_sale_delivery
res.partner,delivery,res.partner,test_access_rights
product.packaging,delivery,product.packaging,product
product.template,delivery,product.template,printnode_base
sale.order,delivery,sale.order,printnode_base
sale.order.line,delivery,sale.order.line,sale
stock.move,delivery,stock.move,stock
stock.move.line,delivery,stock.move.line,printnode_base
stock.quant.package,delivery,stock.quant.package,stock
stock.picking,delivery,stock.picking,printnode_base
stock.return.picking,delivery,stock.return.picking,stock
res.config.settings,digest,res.config.settings,base
res.users,digest,res.users,base
res.config.settings,digest,res.config.settings,base
res.users,digest,res.users,base
res.config.settings,event,res.config.settings,base
res.partner,event,res.partner,test_access_rights
res.config.settings,event,res.config.settings,base
res.partner,event,res.partner,test_access_rights
crm.lead,event_crm,crm.lead,crm
event.registration,event_crm,event.registration,website_event
crm.lead,event_crm,crm.lead,crm
event.registration,event_crm,event.registration,website_event
event.registration,event_crm_sale,event.registration,website_event
event.registration,event_crm_sale,event.registration,website_event
account.move,event_sale,account.move,printnode_base
event.event,event_sale,event.event,website_event
event.registration,event_sale,event.registration,website_event
event.type.ticket,event_sale,event.type.ticket,event
event.event.ticket,event_sale,event.event.ticket,event
product.template,event_sale,product.template,printnode_base
product.product,event_sale,product.product,printnode_base
sale.order,event_sale,sale.order,printnode_base
sale.order.line,event_sale,sale.order.line,sale
account.move,event_sale,account.move,printnode_base
event.event,event_sale,event.event,website_event
event.registration,event_sale,event.registration,website_event
event.type.ticket,event_sale,event.type.ticket,event
event.event.ticket,event_sale,event.event.ticket,event
product.template,event_sale,product.template,printnode_base
product.product,event_sale,product.product,printnode_base
sale.order,event_sale,sale.order,printnode_base
sale.order.line,event_sale,sale.order.line,sale
event.type.mail,event_sms,event.type.mail,event
event.mail,event_sms,event.mail,event
event.mail.registration,event_sms,event.mail.registration,event
event.registration,event_sms,event.registration,website_event
event.type.mail,event_sms,event.type.mail,event
event.mail,event_sms,event.mail,event
event.mail.registration,event_sms,event.mail.registration,event
event.registration,event_sms,event.registration,website_event
mail.mail,fetchmail,mail.mail,mail
mail.mail,fetchmail,mail.mail,mail
res.config.settings,fleet,res.config.settings,base
res.partner,fleet,res.partner,test_access_rights
res.config.settings,fleet,res.config.settings,base
res.partner,fleet,res.partner,test_access_rights
res.users,gamification,res.users,base
res.users,gamification,res.users,base
res.config.settings,google_calendar,res.config.settings,base
res.users,google_calendar,res.users,base
res.config.settings,google_calendar,res.config.settings,base
res.users,google_calendar,res.users,base
res.config.settings,google_drive,res.config.settings,base
res.config.settings,google_drive,res.config.settings,base
res.config.settings,google_gmail,res.config.settings,base
res.config.settings,google_gmail,res.config.settings,base
ir.http,google_recaptcha,ir.http,base
res.config.settings,google_recaptcha,res.config.settings,base
ir.http,google_recaptcha,ir.http,base
res.config.settings,google_recaptcha,res.config.settings,base
google.drive.config,google_spreadsheet,google.drive.config,google_drive
res.config.settings,google_spreadsheet,res.config.settings,base
google.drive.config,google_spreadsheet,google.drive.config,google_drive
res.config.settings,google_spreadsheet,res.config.settings,base
mail.alias,hr,mail.alias,mail
mail.channel,hr,mail.channel,mail
base,hr,base,base
resource.resource,hr,resource.resource,resource
res.company,hr,res.company,hr_rfid
res.config.settings,hr,res.config.settings,base
res.partner,hr,res.partner,test_access_rights
res.users,hr,res.users,base
mail.alias,hr,mail.alias,mail
mail.channel,hr,mail.channel,mail
base,hr,base,base
resource.resource,hr,resource.resource,resource
res.company,hr,res.company,hr_rfid
res.config.settings,hr,res.config.settings,base
res.partner,hr,res.partner,test_access_rights
res.users,hr,res.users,base
hr.employee.base,hr_attendance,hr.employee.base,hr
res.config.settings,hr_attendance,res.config.settings,base
res.users,hr_attendance,res.users,base
hr.employee.base,hr_attendance,hr.employee.base,hr
res.config.settings,hr_attendance,res.config.settings,base
res.users,hr_attendance,res.users,base
hr.employee,hr_contract,hr.employee,hr
resource.calendar,hr_contract,resource.calendar,resource
res.users,hr_contract,res.users,base
hr.departure.wizard,hr_contract,hr.departure.wizard,hr
hr.employee,hr_contract,hr.employee,hr
resource.calendar,hr_contract,resource.calendar,resource
res.users,hr_contract,res.users,base
hr.departure.wizard,hr_contract,hr.departure.wizard,hr
account.journal,hr_expense,account.journal,account
account.move,hr_expense,account.move,printnode_base
account.move.line,hr_expense,account.move.line,account
hr.department,hr_expense,hr.department,hr
hr.employee,hr_expense,hr.employee,hr
hr.employee.public,hr_expense,hr.employee.public,hr
res.users,hr_expense,res.users,base
product.template,hr_expense,product.template,printnode_base
res.config.settings,hr_expense,res.config.settings,base
account.payment.register,hr_expense,account.payment.register,account
account.journal,hr_expense,account.journal,account
account.move,hr_expense,account.move,printnode_base
account.move.line,hr_expense,account.move.line,account
hr.department,hr_expense,hr.department,hr
hr.employee,hr_expense,hr.employee,hr
hr.employee.public,hr_expense,hr.employee.public,hr
res.users,hr_expense,res.users,base
product.template,hr_expense,product.template,printnode_base
res.config.settings,hr_expense,res.config.settings,base
account.payment.register,hr_expense,account.payment.register,account
hr.employee,hr_fleet,hr.employee,hr
hr.employee.public,hr_fleet,hr.employee.public,hr
fleet.vehicle,hr_fleet,fleet.vehicle,fleet
hr.employee,hr_fleet,hr.employee,hr
fleet.vehicle.assignation.log,hr_fleet,fleet.vehicle.assignation.log,fleet
res.users,hr_fleet,res.users,base
hr.departure.wizard,hr_fleet,hr.departure.wizard,hr
hr.employee,hr_fleet,hr.employee,hr
hr.employee.public,hr_fleet,hr.employee.public,hr
fleet.vehicle,hr_fleet,fleet.vehicle,fleet
hr.employee,hr_fleet,hr.employee,hr
fleet.vehicle.assignation.log,hr_fleet,fleet.vehicle.assignation.log,fleet
res.users,hr_fleet,res.users,base
hr.departure.wizard,hr_fleet,hr.departure.wizard,hr
gamification.badge.user,hr_gamification,gamification.badge.user,gamification
gamification.badge,hr_gamification,gamification.badge,website_profile
hr.employee.base,hr_gamification,hr.employee.base,hr
res.users,hr_gamification,res.users,base
gamification.badge.user.wizard,hr_gamification,gamification.badge.user.wizard,gamification
gamification.badge.user,hr_gamification,gamification.badge.user,gamification
gamification.badge,hr_gamification,gamification.badge,website_profile
hr.employee.base,hr_gamification,hr.employee.base,hr
res.users,hr_gamification,res.users,base
gamification.badge.user.wizard,hr_gamification,gamification.badge.user.wizard,gamification
hr.department,hr_holidays,hr.department,hr
hr.employee.base,hr_holidays,hr.employee.base,hr
hr.employee,hr_holidays,hr.employee,hr
hr.employee.public,hr_holidays,hr.employee.public,hr
mail.channel,hr_holidays,mail.channel,mail
mail.message.subtype,hr_holidays,mail.message.subtype,mail
resource.calendar.leaves,hr_holidays,resource.calendar.leaves,resource
res.partner,hr_holidays,res.partner,test_access_rights
res.users,hr_holidays,res.users,base
hr.departure.wizard,hr_holidays,hr.departure.wizard,hr
hr.department,hr_holidays,hr.department,hr
hr.employee.base,hr_holidays,hr.employee.base,hr
hr.employee,hr_holidays,hr.employee,hr
hr.employee.public,hr_holidays,hr.employee.public,hr
mail.channel,hr_holidays,mail.channel,mail
mail.message.subtype,hr_holidays,mail.message.subtype,mail
resource.calendar.leaves,hr_holidays,resource.calendar.leaves,resource
res.partner,hr_holidays,res.partner,test_access_rights
res.users,hr_holidays,res.users,base
hr.departure.wizard,hr_holidays,hr.departure.wizard,hr
maintenance.equipment,hr_maintenance,maintenance.equipment,maintenance
maintenance.request,hr_maintenance,maintenance.request,maintenance
res.users,hr_maintenance,res.users,base
hr.employee,hr_maintenance,hr.employee,hr
maintenance.equipment,hr_maintenance,maintenance.equipment,maintenance
maintenance.request,hr_maintenance,maintenance.request,maintenance
res.users,hr_maintenance,res.users,base
hr.employee,hr_maintenance,hr.employee,hr
hr.employee,hr_org_chart,hr.employee,hr
hr.employee.public,hr_org_chart,hr.employee.public,hr
hr.employee.base,hr_org_chart,hr.employee.base,hr
hr.employee,hr_org_chart,hr.employee,hr
hr.employee.public,hr_org_chart,hr.employee.public,hr
hr.employee.base,hr_org_chart,hr.employee.base,hr
hr.employee.base,hr_presence,hr.employee.base,hr
res.company,hr_presence,res.company,hr_rfid
res.users.log,hr_presence,res.users.log,base
hr.employee.base,hr_presence,hr.employee.base,hr
res.company,hr_presence,res.company,hr_rfid
res.users.log,hr_presence,res.users.log,base
calendar.event,hr_recruitment,calendar.event,microsoft_calendar
digest.digest,hr_recruitment,digest.digest,digest
hr.department,hr_recruitment,hr.department,hr
hr.employee,hr_recruitment,hr.employee,hr
res.config.settings,hr_recruitment,res.config.settings,base
calendar.event,hr_recruitment,calendar.event,microsoft_calendar
digest.digest,hr_recruitment,digest.digest,digest
hr.department,hr_recruitment,hr.department,hr
hr.employee,hr_recruitment,hr.employee,hr
res.config.settings,hr_recruitment,res.config.settings,base
hr.applicant,hr_recruitment_survey,hr.applicant,hr_recruitment
hr.job,hr_recruitment_survey,hr.job,website_hr_recruitment
hr.applicant,hr_recruitment_survey,hr.applicant,hr_recruitment
hr.job,hr_recruitment_survey,hr.job,website_hr_recruitment
hr.employee,hr_skills,hr.employee,hr
hr.employee.public,hr_skills,hr.employee.public,hr
res.users,hr_skills,res.users,base
hr.employee,hr_skills,hr.employee,hr
hr.employee.public,hr_skills,hr.employee.public,hr
res.users,hr_skills,res.users,base
hr.resume.line,hr_skills_slides,hr.resume.line,hr_skills
slide.channel.partner,hr_skills_slides,slide.channel.partner,website_slides
hr.resume.line,hr_skills_slides,hr.resume.line,hr_skills
slide.channel.partner,hr_skills_slides,slide.channel.partner,website_slides
survey.user_input,hr_skills_survey,survey.user_input,survey
hr.resume.line,hr_skills_survey,hr.resume.line,hr_skills
survey.user_input,hr_skills_survey,survey.user_input,survey
hr.resume.line,hr_skills_survey,hr.resume.line,hr_skills
hr.employee,hr_timesheet,hr.employee,hr
account.analytic.line,hr_timesheet,account.analytic.line,analytic
ir.http,hr_timesheet,ir.http,base
project.project,hr_timesheet,project.project,project
res.company,hr_timesheet,res.company,hr_rfid
res.config.settings,hr_timesheet,res.config.settings,base
uom.uom,hr_timesheet,uom.uom,uom
report.project.task.user,hr_timesheet,report.project.task.user,project
hr.employee,hr_timesheet,hr.employee,hr
account.analytic.line,hr_timesheet,account.analytic.line,analytic
ir.http,hr_timesheet,ir.http,base
project.project,hr_timesheet,project.project,project
res.company,hr_timesheet,res.company,hr_rfid
res.config.settings,hr_timesheet,res.config.settings,base
uom.uom,hr_timesheet,uom.uom,uom
report.project.task.user,hr_timesheet,report.project.task.user,project
resource.calendar.attendance,hr_work_entry,resource.calendar.attendance,resource
resource.calendar.leaves,hr_work_entry,resource.calendar.leaves,resource
resource.calendar.attendance,hr_work_entry,resource.calendar.attendance,resource
resource.calendar.leaves,hr_work_entry,resource.calendar.leaves,resource
ir.http,http_routing,ir.http,base
ir.ui.view,http_routing,ir.ui.view,base
ir.http,http_routing,ir.http,base
ir.ui.view,http_routing,ir.ui.view,base
res.config.settings,iap,res.config.settings,base
res.config.settings,iap,res.config.settings,base
crm.lead,iap_crm,crm.lead,crm
crm.lead,iap_crm,crm.lead,crm
digest.digest,im_livechat,digest.digest,digest
mail.channel.partner,im_livechat,mail.channel.partner,mail
mail.message,im_livechat,mail.message,mail
rating.rating,im_livechat,rating.rating,rating
res.partner,im_livechat,res.partner,test_access_rights
res.users,im_livechat,res.users,base
digest.digest,im_livechat,digest.digest,digest
mail.channel.partner,im_livechat,mail.channel.partner,mail
mail.message,im_livechat,mail.message,mail
rating.rating,im_livechat,rating.rating,rating
res.partner,im_livechat,res.partner,test_access_rights
res.users,im_livechat,res.users,base
mail.bot,im_livechat_mail_bot,mail.bot,mail_bot
res.users,im_livechat_mail_bot,res.users,base
mail.bot,im_livechat_mail_bot,mail.bot,mail_bot
res.users,im_livechat_mail_bot,res.users,base
account.chart.template,l10n_ar,account.chart.template,account
account.fiscal.position,l10n_ar,account.fiscal.position,account
account.fiscal.position.template,l10n_ar,account.fiscal.position.template,account
account.journal,l10n_ar,account.journal,account
account.move,l10n_ar,account.move,printnode_base
account.tax.group,l10n_ar,account.tax.group,account
l10n_latam.document.type,l10n_ar,l10n_latam.document.type,l10n_latam_invoice_document
l10n_latam.identification.type,l10n_ar,l10n_latam.identification.type,l10n_latam_base
res.company,l10n_ar,res.company,hr_rfid
res.country,l10n_ar,res.country,base
res.currency,l10n_ar,res.currency,base
res.partner,l10n_ar,res.partner,test_access_rights
res.partner.bank,l10n_ar,res.partner.bank,base
uom.uom,l10n_ar,uom.uom,uom
account.invoice.report,l10n_ar,account.invoice.report,account
account.chart.template,l10n_ar,account.chart.template,account
account.fiscal.position,l10n_ar,account.fiscal.position,account
account.fiscal.position.template,l10n_ar,account.fiscal.position.template,account
account.journal,l10n_ar,account.journal,account
account.move,l10n_ar,account.move,printnode_base
account.tax.group,l10n_ar,account.tax.group,account
l10n_latam.document.type,l10n_ar,l10n_latam.document.type,l10n_latam_invoice_document
l10n_latam.identification.type,l10n_ar,l10n_latam.identification.type,l10n_latam_base
res.company,l10n_ar,res.company,hr_rfid
res.country,l10n_ar,res.country,base
res.currency,l10n_ar,res.currency,base
res.partner,l10n_ar,res.partner,test_access_rights
res.partner.bank,l10n_ar,res.partner.bank,base
uom.uom,l10n_ar,uom.uom,uom
account.invoice.report,l10n_ar,account.invoice.report,account
ir.ui.view,l10n_ar_website_sale,ir.ui.view,base
ir.ui.view,l10n_ar_website_sale,ir.ui.view,base
account.chart.template,l10n_be,account.chart.template,account
account.move,l10n_be,account.move,printnode_base
account.journal,l10n_be,account.journal,account
account.chart.template,l10n_be,account.chart.template,account
account.move,l10n_be,account.move,printnode_base
account.journal,l10n_be,account.journal,account
account.edi.format,l10n_be_edi,account.edi.format,account_edi
account.move,l10n_be_edi,account.move,printnode_base
ir.actions.report,l10n_be_edi,ir.actions.report,base
account.edi.format,l10n_be_edi,account.edi.format,account_edi
account.move,l10n_be_edi,account.move,printnode_base
ir.actions.report,l10n_be_edi,ir.actions.report,base
account.tax.template,l10n_br,account.tax.template,l10n_es_edi_sii
account.tax,l10n_br,account.tax,l10n_it_edi
account.tax.template,l10n_br,account.tax.template,l10n_es_edi_sii
account.tax,l10n_br,account.tax,l10n_it_edi
res.partner,l10n_ca,res.partner,test_access_rights
res.partner,l10n_ca,res.partner,test_access_rights
account.bank.statement.line,l10n_ch,account.bank.statement.line,account
account.move,l10n_ch,account.move,printnode_base
account.journal,l10n_ch,account.journal,account
ir.actions.report,l10n_ch,ir.actions.report,base
mail.template,l10n_ch,mail.template,mail
res.partner.bank,l10n_ch,res.partner.bank,base
res.company,l10n_ch,res.company,hr_rfid
res.config.settings,l10n_ch,res.config.settings,base
account.bank.statement.line,l10n_ch,account.bank.statement.line,account
account.move,l10n_ch,account.move,printnode_base
account.journal,l10n_ch,account.journal,account
ir.actions.report,l10n_ch,ir.actions.report,base
mail.template,l10n_ch,mail.template,mail
res.partner.bank,l10n_ch,res.partner.bank,base
res.company,l10n_ch,res.company,hr_rfid
res.config.settings,l10n_ch,res.config.settings,base
res.partner.bank,l10n_ch_qriban,res.partner.bank,base
res.partner.bank,l10n_ch_qriban,res.partner.bank,base
account.chart.template,l10n_cl,account.chart.template,account
account.journal,l10n_cl,account.journal,account
account.move,l10n_cl,account.move,printnode_base
ir.sequence,l10n_cl,ir.sequence,base
l10n_latam.document.type,l10n_cl,l10n_latam.document.type,l10n_latam_invoice_document
res.company,l10n_cl,res.company,hr_rfid
uom.uom,l10n_cl,uom.uom,uom
account.chart.template,l10n_cl,account.chart.template,account
account.journal,l10n_cl,account.journal,account
account.move,l10n_cl,account.move,printnode_base
ir.sequence,l10n_cl,ir.sequence,base
l10n_latam.document.type,l10n_cl,l10n_latam.document.type,l10n_latam_invoice_document
res.company,l10n_cl,res.company,hr_rfid
uom.uom,l10n_cl,uom.uom,uom
account.move,l10n_cn,account.move,printnode_base
account.move,l10n_cn,account.move,printnode_base
l10n_latam.identification.type,l10n_co,l10n_latam.identification.type,l10n_latam_base
res.partner,l10n_co,res.partner,test_access_rights
l10n_latam.identification.type,l10n_co,l10n_latam.identification.type,l10n_latam_base
res.partner,l10n_co,res.partner,test_access_rights
account.move,l10n_de,account.move,printnode_base
base.document.layout,l10n_de,base.document.layout,web
account.chart.template,l10n_de,account.chart.template,account
account.tax.template,l10n_de,account.tax.template,l10n_es_edi_sii
account.tax,l10n_de,account.tax,l10n_it_edi
product.template,l10n_de,product.template,printnode_base
account.analytic.line,l10n_de,account.analytic.line,analytic
ir.actions.report,l10n_de,ir.actions.report,base
account.move,l10n_de,account.move,printnode_base
base.document.layout,l10n_de,base.document.layout,web
account.chart.template,l10n_de,account.chart.template,account
account.tax.template,l10n_de,account.tax.template,l10n_es_edi_sii
account.tax,l10n_de,account.tax,l10n_it_edi
product.template,l10n_de,product.template,printnode_base
account.analytic.line,l10n_de,account.analytic.line,analytic
ir.actions.report,l10n_de,ir.actions.report,base
purchase.order,l10n_de_purchase,purchase.order,printnode_base
purchase.order,l10n_de_purchase,purchase.order,printnode_base
repair.order,l10n_de_repair,repair.order,repair
repair.order,l10n_de_repair,repair.order,repair
sale.order,l10n_de_sale,sale.order,printnode_base
sale.order,l10n_de_sale,sale.order,printnode_base
stock.inventory,l10n_de_stock,stock.inventory,stock
stock.inventory,l10n_de_stock,stock.inventory,stock
account.chart.template,l10n_dk,account.chart.template,account
account.journal,l10n_dk,account.journal,account
account.chart.template,l10n_dk,account.chart.template,account
account.journal,l10n_dk,account.journal,account
account.chart.template,l10n_do,account.chart.template,account
account.chart.template,l10n_do,account.chart.template,account
account.move,l10n_dz,account.move,printnode_base
account.move,l10n_dz,account.move,printnode_base
account.edi.format,l10n_es_edi_sii,account.edi.format,account_edi
account.move,l10n_es_edi_sii,account.move,printnode_base
res.company,l10n_es_edi_sii,res.company,hr_rfid
res.config.settings,l10n_es_edi_sii,res.config.settings,base
account.edi.format,l10n_es_edi_sii,account.edi.format,account_edi
account.move,l10n_es_edi_sii,account.move,printnode_base
res.company,l10n_es_edi_sii,res.company,hr_rfid
res.config.settings,l10n_es_edi_sii,res.config.settings,base
account.chart.template,l10n_eu_service,account.chart.template,account
res.company,l10n_eu_service,res.company,hr_rfid
res.config.settings,l10n_eu_service,res.config.settings,base
account.chart.template,l10n_eu_service,account.chart.template,account
res.company,l10n_eu_service,res.company,hr_rfid
res.config.settings,l10n_eu_service,res.config.settings,base
account.journal,l10n_fi,account.journal,account
account.move,l10n_fi,account.move,printnode_base
account.journal,l10n_fi,account.journal,account
account.move,l10n_fi,account.move,printnode_base
sale.order,l10n_fi_sale,sale.order,printnode_base
sale.order,l10n_fi_sale,sale.order,printnode_base
account.chart.template,l10n_fr,account.chart.template,account
res.partner,l10n_fr,res.partner,test_access_rights
account.chart.template,l10n_fr,account.chart.template,account
res.company,l10n_fr,res.company,hr_rfid
account.chart.template,l10n_fr,account.chart.template,account
res.partner,l10n_fr,res.partner,test_access_rights
account.chart.template,l10n_fr,account.chart.template,account
res.company,l10n_fr,res.company,hr_rfid
account.move,l10n_fr_facturx_chorus_pro,account.move,printnode_base
account.move,l10n_fr_facturx_chorus_pro,account.move,printnode_base
account.bank.statement,l10n_fr_pos_cert,account.bank.statement,account
account.bank.statement.line,l10n_fr_pos_cert,account.bank.statement.line,account
account.fiscal.position,l10n_fr_pos_cert,account.fiscal.position,account
pos.config,l10n_fr_pos_cert,pos.config,point_of_sale
pos.session,l10n_fr_pos_cert,pos.session,point_of_sale
pos.order,l10n_fr_pos_cert,pos.order,point_of_sale
pos.order.line,l10n_fr_pos_cert,pos.order.line,point_of_sale
res.company,l10n_fr_pos_cert,res.company,hr_rfid
